Id,Col_1,Col_2,Col_5,Col_6,Col_7,Col_10,Col_13,Col_14,Col_16,Col_18,Col_19,Col_21,Col_23,Col_26,Col_30,Col_31,impact_encoded_Col_3,impact_encoded_Col_4,impact_encoded_Col_8,impact_encoded_Col_9,impact_encoded_Col_11,impact_encoded_Col_12,impact_encoded_Col_15,impact_encoded_Col_17,impact_encoded_Col_20,impact_encoded_Col_22,impact_encoded_Col_24,impact_encoded_Col_25,impact_encoded_Col_27,impact_encoded_Col_28,impact_encoded_Col_29,impact_encoded_Col_32,Score
29212,16,5,0,1,5,0,2,46,10,3,6,0,1,14,15,9,0,0,4,1,3,2,10,8,0,0,1,0,5,0,1,1,1
29213,16,5,0,2,6,20,3,72,7,3,9,5,1,10,10,3,0,0,4,1,3,0,10,8,0,0,1,0,5,0,1,1,12
29214,9,6,0,6,2,3,1,42,9,4,0,5,3,7,10,9,0,0,2,1,2,0,2,2,0,0,1,0,1,6,1,1,7
29215,19,10,0,1,6,5,0,71,6,0,11,2,3,16,5,18,0,0,3,1,3,4,10,8,1,1,1,0,5,0,1,1,1
29216,13,6,0,3,6,11,1,39,5,1,0,2,2,13,5,0,1,0,4,1,3,0,15,5,1,1,1,0,7,0,1,1,4
29217,7,1,0,4,13,17,2,67,18,2,10,4,1,21,5,15,0,0,2,1,3,5,17,8,1,0,1,0,5,0,1,1,2
29218,8,5,0,5,6,7,3,69,7,3,5,4,1,12,15,18,0,0,0,1,3,5,10,8,0,1,1,0,7,0,1,0,2
29219,14,6,0,0,4,6,1,58,8,1,3,2,3,10,5,9,0,0,4,1,2,0,1,0,0,0,0,0,1,0,1,1,15
29220,5,0,0,3,15,6,1,70,12,1,0,6,2,6,10,9,0,1,4,1,2,5,4,2,1,0,1,1,1,0,1,1,2
29221,0,6,0,0,13,12,2,50,9,3,0,6,1,12,5,15,2,1,4,1,3,5,12,8,0,0,1,1,5,0,1,1,4
29222,0,1,0,0,16,6,1,52,7,4,0,1,1,6,15,0,0,0,3,1,3,5,17,8,0,0,1,0,5,0,1,1,1
29223,16,5,0,1,8,21,0,16,13,0,7,2,1,8,10,18,0,0,3,1,3,7,10,6,0,0,1,0,7,0,1,1,5
29224,5,5,0,3,18,15,0,51,21,0,9,6,3,13,5,12,0,0,4,1,3,2,11,8,1,0,1,0,5,0,1,1,4
29225,3,0,0,2,4,13,1,97,6,1,3,2,1,7,15,9,0,0,4,1,4,5,9,8,1,0,1,0,7,0,1,1,12
29226,3,5,2,2,10,12,5,25,15,6,4,6,4,10,5,12,0,1,3,1,2,2,8,0,0,0,1,1,9,0,1,1,5
29227,0,6,0,0,12,20,0,41,9,1,5,4,1,9,10,18,0,0,0,1,3,5,10,8,0,1,1,0,10,0,1,0,4
29228,18,1,0,1,4,16,0,87,8,0,2,6,2,14,0,18,0,0,4,1,3,5,10,8,1,1,1,0,5,0,1,1,3
29229,11,6,0,3,14,6,1,27,16,3,3,6,1,9,0,6,0,0,0,1,4,5,12,8,0,0,1,0,5,0,1,0,4
29230,2,10,0,1,6,13,1,94,11,1,0,4,3,11,15,18,0,0,4,1,3,0,10,8,1,0,1,0,7,0,1,1,1
29231,22,10,0,1,2,17,0,40,13,0,10,3,1,18,10,6,0,0,4,1,3,1,17,8,1,0,1,0,7,4,1,1,16
29232,7,1,0,5,1,16,0,38,21,0,5,2,1,13,15,18,0,0,4,1,2,1,8,1,1,1,1,0,9,0,1,1,3
29233,14,0,0,2,2,7,3,87,6,3,10,2,1,13,5,0,0,1,4,1,3,5,12,8,0,0,1,0,7,0,2,1,13
29234,17,10,0,5,15,8,0,56,8,0,6,6,1,16,10,15,0,0,4,1,3,0,10,6,0,1,1,0,7,0,0,1,12
29235,23,6,0,0,9,15,2,71,21,2,0,1,2,6,5,18,2,0,4,2,3,7,17,8,0,1,1,0,6,0,1,1,1
29236,1,6,0,1,2,0,2,71,16,2,0,5,1,11,5,3,0,1,2,1,2,0,3,2,0,1,3,0,9,0,1,1,5
29237,16,5,0,1,10,13,1,60,20,2,2,2,1,14,10,3,0,1,4,1,2,5,8,2,0,0,1,1,9,0,1,1,1
29238,20,0,0,1,6,10,1,97,15,1,0,6,3,11,5,6,0,0,4,1,2,0,8,0,0,0,1,0,1,0,1,1,2
29239,19,0,0,2,0,16,1,90,24,2,3,3,1,9,10,3,0,0,2,1,2,5,4,1,0,0,1,0,9,0,1,1,4
29240,20,10,0,3,8,16,1,20,15,3,2,3,3,6,5,9,0,0,4,1,3,5,17,8,1,0,1,0,5,0,1,1,8
29241,9,1,0,6,3,12,0,94,15,0,6,3,4,11,10,15,0,0,3,1,0,5,1,5,0,0,1,0,1,0,1,1,4
29242,16,10,0,4,12,5,1,94,19,1,9,3,1,12,15,6,0,0,0,1,3,6,13,6,0,0,1,0,10,0,1,0,2
29243,20,6,0,3,2,20,1,79,9,1,11,5,1,21,15,15,0,0,2,1,2,5,8,2,0,0,1,0,9,0,1,1,7
29244,7,6,0,5,13,16,1,68,10,1,0,5,1,14,5,12,1,0,0,1,2,5,8,1,1,1,1,0,0,0,1,0,5
29245,5,6,0,3,4,17,2,50,7,5,2,4,3,5,15,15,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,2
29246,2,6,0,0,14,15,1,11,16,3,1,6,3,7,10,12,0,0,0,1,4,5,17,8,1,0,1,0,7,0,1,0,1
29247,16,0,0,4,8,16,1,48,12,3,1,4,1,10,15,9,0,0,3,1,3,7,13,6,1,0,1,0,5,0,1,1,8
29248,20,10,0,4,9,1,2,35,17,2,0,6,1,7,10,12,1,0,4,1,4,5,17,5,1,0,1,0,7,0,1,0,1
29249,16,10,0,0,8,21,1,1,5,1,0,5,3,1,5,9,0,0,4,1,2,6,8,2,0,0,1,0,1,0,1,1,1
29250,14,10,0,1,5,23,1,34,7,1,1,2,3,7,10,3,0,0,4,1,3,0,10,6,1,0,3,0,7,0,1,1,5
29251,15,10,0,3,16,17,1,47,8,3,6,0,3,8,15,9,0,0,2,1,2,0,8,1,0,0,3,0,9,0,1,1,7
29252,14,6,0,0,1,22,0,51,12,4,5,5,3,11,10,3,0,0,4,1,2,1,1,0,1,0,1,0,9,0,1,1,1
29253,2,5,0,1,6,16,0,89,9,0,1,4,2,4,15,18,0,0,4,1,3,0,17,6,0,0,1,0,5,0,1,1,1
29254,18,5,0,6,2,0,1,32,12,1,5,4,1,14,10,9,0,0,3,1,2,0,8,5,0,0,1,0,9,0,1,1,8
29255,0,10,0,2,6,19,1,7,13,0,0,2,1,6,10,12,1,0,3,1,2,5,8,0,1,0,1,0,3,1,1,0,1
29256,14,10,0,2,4,15,0,46,11,0,0,3,3,13,5,15,0,0,4,1,0,2,1,0,1,0,1,0,1,0,1,1,7
29257,14,6,0,7,1,22,0,51,10,1,1,5,1,17,10,0,0,0,4,1,4,5,10,8,0,1,3,0,7,0,1,1,4
29258,8,5,0,2,4,10,1,82,8,4,2,4,1,7,10,3,0,1,3,1,2,0,1,0,1,0,1,1,1,0,1,1,5
29259,11,10,0,2,17,16,2,34,6,2,9,4,1,10,10,15,0,0,0,1,3,5,17,8,1,1,1,0,6,0,1,0,15
29260,22,6,0,0,12,7,0,59,16,2,0,4,1,1,15,18,0,0,2,1,2,2,8,2,0,1,1,0,9,0,1,0,1
29261,3,5,0,2,16,19,2,53,7,2,1,6,1,3,5,9,0,1,2,1,3,5,17,8,0,1,1,1,7,0,1,1,1
29262,23,5,0,0,13,5,1,78,16,2,3,5,3,16,10,18,0,0,2,1,3,5,17,8,0,1,1,0,7,0,1,1,1
29263,0,10,0,0,16,14,0,72,12,0,1,2,3,8,5,3,0,1,3,1,3,5,17,8,0,0,1,1,7,0,1,1,7
29264,17,1,0,0,11,15,1,52,15,1,6,3,1,10,10,15,0,0,4,1,3,7,17,5,1,0,3,0,5,1,1,1,5
29265,17,0,0,3,6,24,1,86,7,0,3,2,1,9,10,18,0,0,3,1,3,5,17,8,0,0,1,0,5,0,1,1,7
29266,19,0,0,6,1,3,1,48,9,1,0,5,1,2,5,6,1,0,4,1,2,7,8,0,0,0,1,0,9,0,1,1,2
29267,9,6,0,6,1,7,1,69,7,1,5,6,1,11,5,18,2,1,4,3,2,5,1,1,1,0,1,1,1,0,1,1,2
29268,19,6,0,4,11,2,1,63,9,1,0,2,1,10,10,3,0,0,4,1,2,5,8,2,0,0,1,0,1,0,1,1,10
29269,14,10,0,1,6,15,1,80,10,4,7,5,3,12,15,18,0,0,2,1,0,0,1,0,0,1,1,0,1,0,1,0,7
29270,9,6,0,4,11,3,2,76,10,2,0,4,1,0,15,9,1,0,4,1,3,7,17,5,0,0,1,0,5,0,1,1,6
29271,20,6,0,4,13,19,0,82,18,0,1,2,1,15,15,0,0,1,4,1,2,0,8,0,1,0,2,1,9,0,1,1,4
29272,4,6,0,1,5,22,2,42,8,4,1,1,3,12,15,18,0,0,4,1,3,5,17,8,0,0,1,0,5,0,1,1,1
29273,16,6,0,2,13,3,0,84,12,0,8,5,1,11,15,18,0,0,4,1,3,5,10,8,0,0,1,0,6,0,1,0,1
29274,3,5,0,2,3,12,0,46,6,0,2,1,2,7,10,18,0,0,3,1,3,5,17,8,1,0,1,0,5,0,1,1,1
29275,14,5,0,1,1,9,1,37,11,1,0,5,1,4,15,15,1,0,0,1,2,5,1,1,1,0,1,0,9,0,1,0,1
29276,6,0,0,1,1,24,1,60,9,1,1,3,3,13,5,15,0,0,4,1,2,1,2,0,0,0,1,0,1,5,1,1,1
29277,19,5,0,2,14,16,0,65,12,0,0,4,1,4,5,9,2,1,3,1,2,5,0,5,1,1,1,1,1,0,1,1,1
29278,17,1,0,3,18,11,1,34,15,1,0,0,1,4,10,9,1,0,0,1,0,2,8,5,1,0,2,0,1,0,1,0,4
29279,20,6,0,2,18,2,0,56,18,0,2,0,1,10,5,18,0,0,0,1,2,5,4,2,1,1,1,0,1,0,1,0,5
29280,22,5,1,0,9,17,1,39,26,3,0,1,3,5,5,3,1,0,2,1,2,5,4,2,1,1,2,0,9,0,1,1,16
29281,7,10,0,3,8,16,0,71,14,0,10,5,3,18,10,18,0,0,0,1,3,5,10,8,1,0,1,0,7,0,1,0,7
29282,14,10,0,2,13,20,1,62,8,2,5,3,1,7,10,12,0,0,0,1,2,7,8,5,0,1,1,0,1,0,1,0,3
29283,10,1,0,3,5,19,1,67,6,1,0,0,3,12,15,6,2,1,4,1,3,5,10,8,0,0,1,1,5,0,1,1,2
29284,10,1,0,3,17,15,1,41,8,3,1,6,1,3,5,18,0,0,4,1,3,5,10,8,0,0,1,0,5,0,1,1,1
29285,22,1,0,0,1,24,2,59,28,1,1,4,3,5,5,18,1,0,4,1,0,5,0,0,1,1,1,0,4,0,1,1,1
29286,0,10,0,0,17,4,3,48,6,0,0,1,3,5,5,18,1,0,4,1,2,5,8,0,1,1,1,0,1,0,1,0,1
29287,16,10,0,2,14,20,1,8,18,2,2,0,3,7,15,12,0,0,0,1,3,0,10,6,1,0,3,0,5,0,1,0,4
29288,21,1,0,4,10,15,1,45,17,4,1,5,1,7,5,9,0,0,1,1,2,7,8,2,0,1,1,0,9,0,1,1,2
29289,15,6,0,3,2,7,0,28,6,0,0,2,1,2,10,18,1,0,0,1,3,0,10,5,1,0,1,0,5,0,1,0,8
29290,8,1,0,5,2,20,1,63,9,1,6,4,1,10,5,18,0,0,0,1,3,5,13,8,0,1,1,0,7,0,1,0,1
29291,16,10,0,0,3,0,3,49,10,3,0,3,1,9,5,9,1,0,4,1,3,2,17,5,0,0,1,0,5,0,1,1,1
29292,18,1,0,2,8,2,1,89,9,1,0,6,1,10,5,0,1,0,4,1,2,5,4,0,0,0,1,0,9,0,1,0,11
29293,13,5,0,3,12,16,2,56,12,3,0,3,1,9,5,9,2,0,4,1,3,3,11,8,0,0,1,0,7,0,1,0,2
29294,14,1,0,4,11,1,1,59,19,1,0,1,1,6,5,3,0,0,4,3,2,7,8,2,1,0,1,0,1,0,1,1,4
29295,5,1,0,3,12,4,2,87,9,2,0,0,1,9,15,9,0,0,4,1,3,5,12,8,0,1,1,0,7,0,1,1,7
29296,19,6,0,1,3,17,1,46,8,1,1,5,2,4,0,18,2,1,4,1,3,4,10,8,0,0,1,1,7,0,1,1,5
29297,16,6,1,2,10,16,2,40,12,2,0,2,1,4,10,9,1,0,0,1,2,5,8,5,0,0,1,0,9,0,1,0,1
29298,17,6,0,2,18,1,1,78,7,1,0,2,1,3,5,6,1,0,0,1,2,5,8,1,1,1,1,0,1,0,1,0,2
29299,17,0,0,3,6,15,0,63,7,0,7,2,1,17,5,18,0,0,2,1,2,0,8,0,0,0,1,0,1,0,1,0,2
29300,22,10,0,2,12,21,2,60,23,2,3,3,1,5,5,15,0,0,2,1,3,5,10,8,0,0,1,0,5,2,1,1,1
29301,18,1,0,3,5,0,0,56,5,0,10,3,1,18,15,12,0,0,4,1,3,0,17,6,0,0,1,0,7,1,1,1,7
29302,16,6,0,2,7,12,1,69,17,1,4,6,2,6,5,15,4,1,3,1,4,5,10,5,0,1,3,1,5,0,1,1,3
29303,5,6,0,3,6,3,1,74,8,2,4,2,2,10,5,18,0,0,2,1,2,2,1,0,1,0,3,0,1,0,1,1,1
29304,2,10,0,1,1,14,1,35,11,1,2,5,1,9,5,9,0,0,4,1,3,5,13,8,0,0,3,0,11,0,1,1,8
29305,18,5,1,6,11,16,1,96,21,1,3,0,1,13,5,18,0,1,4,1,3,0,17,6,1,1,1,1,7,0,1,1,1
29306,17,1,0,1,11,3,1,45,14,3,0,1,1,7,15,0,1,0,0,1,2,5,0,2,1,1,1,0,9,0,1,0,7
29307,5,10,0,3,11,16,1,93,12,1,1,5,2,11,5,12,0,0,2,1,3,7,10,6,1,1,1,0,5,0,1,1,1
29308,18,10,0,2,4,13,0,56,7,2,11,6,1,21,5,3,0,0,4,1,5,0,10,6,0,0,1,0,5,0,1,0,1
29309,11,6,0,0,11,2,0,46,10,0,0,0,1,4,10,18,1,0,3,1,2,5,8,2,0,1,1,0,1,0,1,1,5
29310,15,1,0,2,1,22,2,48,13,0,0,0,1,17,15,9,1,0,4,1,2,6,1,0,0,1,1,0,1,0,1,1,1
29311,4,10,0,3,7,15,3,67,9,3,3,1,1,11,10,18,0,0,4,1,3,5,10,8,0,1,1,0,5,0,1,1,1
29312,18,6,0,3,11,13,1,64,18,3,1,2,1,8,10,6,0,1,4,1,2,0,8,5,0,0,1,1,9,0,1,1,1
29313,16,6,0,3,15,16,0,61,7,0,3,0,3,11,15,12,3,0,3,1,3,0,10,5,0,0,1,0,5,0,1,1,2
29314,21,5,0,4,8,18,1,76,7,1,0,0,1,14,10,12,2,1,4,3,2,5,8,1,1,0,1,1,9,0,1,1,7
29315,7,6,0,5,5,19,1,68,5,4,2,2,1,10,10,18,0,0,1,1,3,0,10,8,1,0,1,0,5,0,1,0,1
29316,14,6,0,0,9,7,1,71,10,1,4,5,1,6,10,18,0,1,4,1,3,5,17,8,0,0,1,1,7,0,2,1,9
29317,14,5,0,1,14,0,0,28,9,0,0,0,1,1,5,18,1,0,0,1,2,2,8,1,0,0,1,0,9,1,1,0,7
29318,5,10,0,3,4,15,1,84,8,2,4,2,1,14,15,15,0,1,4,1,2,5,1,0,0,0,1,1,0,5,1,1,1
29319,4,10,0,2,11,2,1,52,18,1,0,2,1,5,10,0,1,0,0,1,3,7,17,5,0,1,1,0,6,0,3,0,1
29320,0,1,0,0,15,0,1,31,12,3,0,1,1,6,5,18,1,0,2,1,2,3,8,1,0,0,1,0,1,1,1,1,7
29321,17,10,0,5,11,2,1,16,10,2,0,6,1,4,15,3,1,0,0,1,2,5,8,0,1,1,1,0,0,0,1,0,5
29322,13,10,0,3,5,11,2,94,8,2,4,0,3,9,5,18,0,0,4,1,2,0,1,0,1,0,1,0,1,0,1,1,1
29323,6,6,0,5,0,20,3,29,13,0,0,6,2,11,5,18,0,0,4,1,2,1,1,0,0,0,1,0,4,0,1,0,1
29324,17,1,0,0,7,22,0,78,10,0,0,3,1,4,15,18,0,0,4,1,2,5,8,2,1,0,1,0,1,2,1,1,7
29325,0,5,0,0,12,17,1,43,9,1,0,3,1,7,0,9,1,0,0,1,2,5,0,0,1,1,1,0,1,0,1,0,1
29326,5,10,0,3,7,1,1,53,6,3,4,4,3,5,10,0,0,0,2,1,3,5,13,8,1,1,1,0,5,0,1,1,4
29327,20,0,0,0,11,0,1,93,15,1,3,6,1,21,10,9,0,0,4,3,3,0,17,6,0,0,1,0,5,4,1,1,5
29328,19,1,0,6,6,24,1,73,8,0,7,5,3,14,5,12,0,0,4,1,2,3,8,1,1,1,1,0,1,0,1,1,5
29329,18,6,0,3,8,20,1,41,12,3,0,0,1,4,15,12,0,0,0,1,2,7,4,5,0,0,1,0,1,0,1,0,1
29330,15,1,0,1,15,21,3,41,7,3,7,4,3,11,5,15,0,0,0,1,2,5,6,0,0,0,1,0,1,0,1,0,3
29331,18,0,0,4,12,15,0,8,10,3,9,2,1,12,10,12,0,0,4,1,3,5,13,8,1,0,1,0,7,0,1,1,1
29332,22,10,0,6,12,15,3,38,15,3,1,4,1,1,15,9,0,0,2,1,3,5,10,8,0,0,1,0,6,0,1,1,8
29333,11,6,0,2,15,11,0,75,7,0,8,3,1,14,0,6,0,0,2,2,3,0,16,6,0,1,1,0,5,1,1,0,1
29334,6,6,0,0,8,3,3,67,14,3,3,5,1,16,5,0,0,0,0,1,3,0,10,6,0,0,1,0,5,0,1,0,3
29335,18,6,0,0,6,16,0,36,7,0,6,6,3,16,10,9,0,0,4,1,2,0,8,0,1,0,1,0,1,0,1,1,4
29336,8,10,0,3,14,20,0,25,13,0,1,2,1,3,5,6,0,0,1,1,2,5,3,2,1,0,1,0,1,0,1,1,1
29337,2,6,0,1,16,15,1,46,8,1,6,2,3,15,10,15,0,0,2,3,3,0,10,6,0,0,1,0,7,0,1,1,10
29338,22,10,0,0,8,7,0,72,10,3,0,2,1,13,5,18,2,1,3,1,3,7,10,8,0,0,1,1,5,0,1,1,1
29339,18,5,0,1,2,20,1,99,14,1,9,5,1,20,5,3,0,0,0,1,4,0,17,6,0,0,1,0,5,0,1,0,1
29340,11,6,1,0,12,17,3,72,17,6,7,6,1,10,5,0,0,1,2,1,2,5,4,2,0,1,1,1,9,0,1,1,4
29341,5,1,0,3,2,11,0,73,12,0,0,0,1,9,5,15,0,0,4,1,3,5,10,8,0,0,1,0,7,0,1,1,7
29342,13,10,0,3,3,13,1,97,13,1,9,6,1,21,15,12,0,0,2,1,2,5,8,1,1,0,1,0,1,0,1,1,2
29343,14,1,0,4,7,21,0,87,13,0,10,6,1,15,15,0,0,1,4,1,3,5,16,8,0,0,1,1,7,0,1,1,13
29344,16,10,0,5,13,0,1,83,14,1,3,0,1,10,5,3,0,1,4,1,4,7,9,6,0,0,1,1,5,0,1,1,1
29345,20,1,0,5,13,11,1,67,14,1,0,1,1,5,0,12,1,0,0,1,2,5,8,2,1,0,1,0,9,0,1,0,4
29346,1,10,0,0,6,12,1,81,8,2,0,5,3,4,10,3,0,0,4,1,2,0,1,0,1,0,1,0,1,0,1,1,1
29347,5,6,0,2,6,24,0,61,4,4,3,2,3,4,15,18,0,0,3,1,2,0,1,0,0,0,1,0,1,0,1,0,2
29348,12,1,0,2,2,10,1,61,12,1,0,6,1,3,5,6,1,0,0,1,0,5,1,1,0,1,1,0,9,0,1,0,1
29349,15,10,0,0,8,2,1,89,13,1,8,2,1,11,5,9,0,0,4,1,2,2,1,2,0,1,1,0,1,0,1,1,3
29350,21,1,0,2,14,1,0,51,16,0,10,5,1,15,5,15,0,0,0,1,2,1,8,2,0,1,1,0,1,0,1,0,1
29351,22,5,0,3,11,18,0,49,15,0,0,6,1,3,5,18,2,0,4,1,2,2,8,2,1,0,1,0,9,0,1,1,4
29352,7,10,0,3,9,5,1,11,16,2,0,2,1,11,5,18,1,0,4,1,3,5,13,5,0,0,2,0,7,0,1,1,4
29353,0,1,0,0,9,22,0,66,16,0,0,0,2,18,10,18,2,0,2,1,2,5,8,2,0,0,1,0,9,0,1,1,1
29354,4,6,0,2,16,20,1,46,8,1,3,2,1,11,0,18,0,0,4,3,4,5,13,8,0,0,1,0,7,0,1,0,1
29355,22,10,0,7,0,20,0,26,31,1,0,6,2,14,15,0,2,0,4,1,3,5,9,8,1,0,1,0,5,0,1,0,2
29356,23,1,0,2,14,1,3,66,14,3,8,4,1,12,10,9,0,0,2,1,3,5,17,8,0,1,1,0,5,0,1,1,12
29357,9,10,0,3,6,9,1,96,7,2,0,5,1,9,15,6,0,0,3,1,3,4,10,8,0,0,1,0,5,0,0,1,7
29358,20,10,0,4,2,11,1,96,13,1,4,3,1,17,5,15,0,0,4,1,3,7,10,6,1,1,1,0,5,0,1,1,1
29359,17,0,0,3,18,3,0,64,11,0,0,5,1,10,15,6,1,0,0,1,2,5,4,1,0,1,1,0,1,0,1,0,4
29360,15,6,0,0,5,19,1,13,6,1,0,5,1,9,10,0,0,0,4,1,4,0,17,6,1,0,1,0,6,0,1,1,7
29361,7,6,0,3,10,11,1,77,9,1,0,6,2,10,15,3,0,0,4,1,2,5,8,1,1,0,1,0,9,7,1,1,1
29362,12,10,0,0,7,23,1,96,11,1,9,3,1,14,15,12,0,0,2,1,2,5,4,2,0,0,1,0,1,0,1,1,1
29363,5,0,0,3,8,1,0,79,15,0,10,5,3,14,15,0,0,0,4,2,3,0,10,6,0,1,1,0,7,0,1,1,6
29364,22,10,0,2,18,0,0,72,14,1,1,6,1,8,5,15,0,0,4,1,3,5,10,8,1,0,1,0,5,0,1,0,7
29365,8,10,0,2,4,14,1,52,7,1,0,6,1,5,10,15,2,1,4,1,3,1,9,8,1,1,1,1,7,0,1,0,1
29366,20,10,0,5,0,20,1,29,29,0,1,2,2,14,0,18,1,0,4,1,2,5,0,3,1,1,1,0,4,0,1,0,4
29367,17,6,1,1,9,0,2,27,11,6,5,0,1,9,10,12,0,0,4,1,3,5,17,8,1,0,1,0,5,0,1,1,13
29368,5,10,0,3,12,16,1,35,22,1,5,2,3,10,5,6,0,0,4,1,3,5,13,8,1,0,1,0,6,0,1,1,4
29369,18,1,0,2,1,16,1,38,11,1,5,2,1,13,5,18,0,0,0,1,3,5,10,8,1,0,1,0,7,0,1,0,8
29370,19,6,0,1,11,2,0,58,12,0,0,4,1,4,15,18,1,0,4,1,2,5,8,1,1,0,1,0,9,0,3,0,6
29371,21,0,0,0,11,24,2,61,8,3,0,4,1,4,0,0,0,0,2,1,2,6,8,2,1,0,1,0,9,4,1,1,1
29372,11,6,0,1,3,9,3,54,7,3,3,6,3,5,15,15,0,1,4,1,2,5,1,0,1,0,1,1,1,0,1,1,1
29373,10,10,0,2,15,0,1,55,10,2,8,5,1,12,15,6,3,0,2,1,3,5,17,5,0,1,1,0,5,0,1,0,7
29374,1,1,0,0,15,16,1,25,10,1,1,0,1,17,15,15,0,0,0,1,3,5,17,8,0,0,1,0,5,0,1,0,4
29375,20,10,0,4,13,23,1,94,22,1,4,1,3,10,5,9,0,0,4,1,3,5,9,8,0,0,1,0,5,0,1,1,4
29376,6,10,0,3,4,11,1,88,15,1,0,3,1,10,10,3,2,0,4,1,2,3,3,1,0,0,1,0,9,0,1,1,1
29377,17,1,0,3,6,0,1,36,7,1,0,6,1,4,10,12,1,1,0,1,3,5,10,5,0,1,1,1,5,0,1,0,8
29378,17,5,0,3,14,13,0,76,12,0,0,5,1,12,10,6,2,0,0,1,3,5,13,8,1,1,1,0,5,0,1,0,2
29379,17,6,0,0,4,8,1,33,7,4,0,2,1,8,15,9,1,0,0,1,2,0,4,0,0,1,1,0,1,0,1,0,2
29380,18,1,0,1,10,6,1,22,13,1,0,2,3,3,15,0,1,0,4,3,4,2,14,5,1,0,1,0,7,0,1,1,1
29381,11,1,0,4,12,9,0,46,7,0,0,6,1,2,15,9,1,0,4,1,2,5,8,2,0,0,1,0,9,0,1,1,4
29382,15,1,0,3,4,13,1,71,5,1,0,5,1,11,5,15,0,1,4,1,2,0,1,0,0,0,1,1,1,0,3,1,1
29383,2,10,0,1,13,16,0,78,9,0,2,6,3,13,15,18,0,0,3,1,2,1,4,2,1,0,1,0,1,0,1,1,10
29384,18,1,0,0,11,9,2,41,12,2,3,6,1,12,10,15,0,0,4,1,2,0,8,2,1,0,1,0,1,2,1,1,2
29385,21,10,0,0,14,0,0,62,12,0,4,3,1,10,10,15,0,0,4,1,3,5,11,8,0,0,1,0,7,0,1,1,17
29386,5,10,0,3,1,23,1,53,9,1,9,0,3,5,5,15,1,0,4,1,4,1,17,5,0,0,1,0,6,0,1,1,1
29387,14,0,0,3,8,7,1,74,11,1,2,0,1,3,5,3,0,1,4,1,2,5,3,2,1,0,3,1,1,0,1,1,2
29388,15,10,0,3,14,13,1,60,8,4,7,3,1,8,10,18,0,0,0,1,3,7,10,6,0,0,1,0,7,0,1,0,1
29389,9,10,0,0,8,19,1,95,11,1,6,5,1,11,5,6,0,0,4,1,3,0,10,8,0,0,1,0,7,0,1,1,2
29390,3,10,0,0,1,23,4,54,10,1,5,0,2,3,15,15,0,0,4,1,3,1,17,8,0,0,1,0,7,5,1,1,1
29391,17,6,0,0,9,7,3,26,11,4,0,2,1,5,10,18,0,0,4,1,3,6,10,6,1,0,1,0,5,4,1,1,4
29392,1,0,0,0,8,0,1,97,11,3,1,5,1,7,15,18,0,0,2,1,3,5,10,8,1,0,1,0,5,0,1,1,3
29393,21,6,0,4,9,17,2,32,20,2,4,6,1,10,15,18,0,0,4,3,3,5,9,8,0,1,1,0,7,0,2,1,20
29394,0,10,0,0,8,16,1,46,9,4,0,5,2,7,10,12,1,0,4,1,2,5,2,2,1,1,1,0,1,0,1,1,4
29395,5,1,0,0,14,12,1,44,9,2,0,6,1,2,5,3,1,0,2,1,2,5,0,2,0,1,1,0,1,0,1,1,4
29396,18,6,0,1,4,18,2,52,9,2,5,4,1,13,15,15,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,8
29397,15,0,0,6,5,0,1,59,8,1,4,3,1,12,5,18,0,1,4,1,2,0,1,0,0,0,1,1,1,0,1,1,2
29398,18,6,0,1,16,18,1,95,8,1,11,6,1,17,10,15,0,1,2,1,3,0,10,6,1,0,1,1,7,0,1,1,8
29399,8,1,0,4,4,11,2,55,7,4,0,1,3,12,15,0,0,1,4,1,3,0,13,6,1,1,1,1,5,0,1,0,1
29400,16,6,0,2,17,1,1,34,17,1,0,5,1,3,5,12,1,0,0,1,3,5,10,5,0,1,1,0,7,0,1,0,1
29401,9,1,0,0,13,10,0,83,14,0,0,5,3,3,5,15,0,0,4,1,2,0,8,5,0,1,1,0,1,0,1,1,1
29402,5,1,0,3,16,24,1,79,7,3,4,3,1,11,15,15,0,0,3,1,2,5,4,0,1,0,0,0,1,0,1,1,2
29403,22,0,0,1,16,15,1,85,7,1,9,1,3,18,5,0,0,0,2,1,3,5,11,8,1,0,1,0,6,7,1,1,1
29404,12,10,0,0,7,19,0,35,18,0,0,3,1,15,15,9,2,0,4,1,3,3,10,8,1,1,1,0,6,1,1,1,4
29405,7,6,0,1,14,13,1,87,8,1,0,0,1,8,5,9,1,0,4,1,3,5,17,5,1,0,1,0,5,0,1,1,3
29406,16,0,0,3,18,7,0,28,15,2,0,3,3,6,5,18,1,0,4,1,2,0,4,2,1,0,1,0,1,0,1,1,1
29407,10,1,0,2,16,23,1,48,8,1,0,6,3,8,15,12,0,0,4,1,2,5,0,0,0,0,1,0,1,0,1,1,4
29408,9,1,0,0,9,0,1,41,15,3,0,6,1,5,15,15,0,0,0,1,2,5,4,2,0,0,1,0,9,1,2,0,10
29409,16,6,0,2,8,15,1,93,13,1,9,5,1,15,5,12,0,0,0,1,2,5,1,5,1,0,1,0,3,0,1,0,1
