Id,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,Score
27558,2,10,b,a,0,1,10,d,b,2,d,f,0,23,k,15,f,0,0,a,4,a,3,b,a,3,h,a,b,10,9,b,2
27559,2,10,a,a,0,1,15,e,b,10,d,h,2,46,r,14,g,2,10,b,4,b,3,b,a,12,f,b,b,10,15,b,15
27560,14,5,a,a,0,4,17,a,b,19,d,f,0,26,n,11,i,0,4,a,3,a,1,b,a,8,f,a,d,5,15,a,2
27561,3,1,a,a,0,0,7,e,b,20,d,f,1,39,r,18,i,1,3,a,3,b,1,b,a,20,h,a,b,10,15,b,1
27562,18,10,a,a,0,3,7,e,b,0,c,f,1,83,h,12,c,1,9,a,2,a,1,b,a,14,b,a,b,15,18,b,7
27563,6,5,a,a,0,1,7,e,b,11,a,f,1,93,c,14,f,1,4,a,2,a,1,b,a,14,b,a,b,0,9,b,1
27564,6,10,a,a,0,4,1,e,b,21,a,b,1,47,a,16,a,1,4,b,5,a,1,b,a,19,e,f,b,10,18,b,1
27565,12,6,a,b,0,2,1,e,b,0,d,f,2,75,k,9,i,2,0,b,4,a,1,b,b,8,g,f,b,15,18,b,2
27566,3,10,a,a,0,2,5,e,b,12,d,a,1,44,r,9,g,1,2,a,3,a,2,b,a,16,f,a,b,15,18,a,1
27567,18,10,b,a,0,0,2,e,d,5,a,b,1,48,e,17,f,1,0,b,0,b,1,b,a,2,j,a,b,10,3,b,4
27568,10,10,a,b,0,2,17,e,b,1,d,h,1,69,k,6,g,1,0,b,0,a,4,b,b,7,f,a,b,0,12,b,1
27569,3,0,a,a,0,2,18,a,d,10,c,h,1,40,f,7,a,2,2,b,6,a,1,b,a,9,b,b,c,10,18,a,13
27570,5,10,a,a,0,3,3,a,b,20,d,f,0,43,r,11,i,1,1,a,3,a,1,b,a,5,f,a,b,15,18,a,3
27571,5,6,b,a,0,3,12,a,b,2,d,f,1,45,r,8,f,1,0,a,2,a,4,b,a,5,f,a,b,10,0,a,1
27572,17,10,a,a,0,4,16,e,b,0,d,f,0,91,r,7,i,0,0,b,6,a,1,b,a,13,h,a,b,5,18,b,11
27573,17,6,a,a,0,3,8,a,b,13,d,f,1,40,q,12,i,1,2,a,5,a,1,b,a,15,f,a,b,5,6,a,2
27574,5,6,a,a,0,3,16,c,b,20,c,a,0,35,g,7,a,1,0,a,3,a,3,a,a,9,j,a,b,5,0,b,10
27575,14,10,a,a,0,0,8,e,b,0,c,f,0,43,b,12,c,0,0,b,5,a,2,d,a,15,b,a,b,5,9,b,1
27576,5,5,b,a,0,0,12,e,b,0,c,c,1,5,i,12,f,1,0,b,5,a,1,b,a,10,j,e,b,15,9,b,1
27577,12,10,a,a,0,1,16,c,b,17,c,f,2,6,i,6,b,2,2,a,5,a,1,b,a,12,j,a,b,10,3,b,10
27578,3,10,a,b,0,2,12,a,b,18,c,b,0,39,a,10,c,0,2,a,0,a,1,a,b,4,b,a,b,15,18,a,1
27579,17,5,a,b,0,0,4,c,b,1,c,a,1,48,i,7,a,1,8,b,4,a,1,b,b,9,b,f,b,5,6,b,1
27580,15,6,a,a,0,4,13,c,b,6,c,f,1,82,e,23,c,3,1,a,2,b,1,b,a,6,j,a,b,10,18,b,7
27581,16,1,a,a,0,2,5,e,b,21,d,a,1,93,n,8,g,1,7,a,6,b,3,b,a,11,h,a,b,5,18,b,1
27582,7,5,a,a,0,1,15,e,b,16,c,a,1,19,i,12,b,1,5,a,3,a,1,b,a,5,b,b,b,5,9,b,2
27583,17,6,c,b,0,2,5,e,b,8,c,a,1,51,b,8,a,3,0,b,2,b,3,b,b,7,b,a,b,5,18,b,17
27584,17,6,a,a,0,3,4,e,b,20,e,g,1,17,r,7,g,1,0,a,4,a,1,b,a,9,f,a,b,5,15,b,6
27585,11,6,a,b,0,1,4,e,b,11,c,a,1,87,b,7,a,1,3,a,4,a,3,b,b,9,b,a,b,15,9,b,1
27586,19,1,c,a,0,3,10,e,b,13,d,f,1,69,j,5,i,1,0,b,3,a,1,c,a,8,h,a,b,15,18,b,15
27587,4,5,a,a,0,2,4,e,b,13,d,f,1,61,p,9,i,1,1,b,0,b,1,b,a,7,f,b,d,15,18,b,10
27588,14,5,a,a,0,2,0,c,b,20,d,b,0,37,r,11,i,2,4,a,2,a,1,b,a,8,f,a,b,15,18,b,1
27589,13,1,a,a,0,1,1,e,b,22,d,b,0,47,n,8,i,1,6,a,5,b,1,b,a,12,f,a,b,5,9,b,4
27590,13,10,a,a,0,4,7,c,b,7,d,f,4,57,l,12,i,4,4,b,3,a,1,d,a,8,h,a,b,15,15,b,1
27591,17,6,b,a,0,0,2,a,b,5,c,a,1,56,b,19,f,1,0,b,6,a,1,b,a,2,b,a,b,10,9,a,1
27592,7,10,a,b,0,0,7,e,b,17,d,f,2,90,k,15,i,2,3,a,6,b,1,b,a,10,f,a,b,15,15,b,1
27593,12,5,a,a,0,4,7,b,b,2,c,b,1,75,e,20,f,1,10,b,5,a,1,b,a,14,j,a,b,15,18,b,2
27594,18,10,a,a,0,1,12,e,b,17,c,f,1,42,i,9,a,2,1,a,3,b,1,b,a,4,j,a,b,0,9,b,2
27595,12,6,a,a,0,0,16,a,b,12,c,b,0,45,i,6,a,1,1,a,5,a,1,b,a,5,b,a,b,5,18,a,1
27596,18,10,a,a,0,0,5,e,b,19,d,a,1,69,r,4,g,1,11,a,2,a,1,b,a,20,f,a,b,5,18,b,2
27597,9,6,a,a,0,5,18,a,b,17,c,f,1,33,i,9,b,1,0,b,2,a,1,b,a,1,b,a,b,10,12,a,1
27598,11,6,c,a,0,6,2,e,d,16,d,f,0,78,k,19,i,0,0,a,6,a,1,b,a,12,h,a,b,0,3,b,5
27599,4,6,c,b,0,2,16,e,b,16,c,f,1,80,i,7,a,1,3,a,6,a,1,b,b,7,b,a,b,5,3,b,1
27600,17,10,a,a,0,3,11,a,b,2,d,a,1,39,k,15,g,1,0,b,2,a,1,d,a,3,h,a,b,10,6,a,2
27601,16,1,c,a,0,3,6,e,b,16,c,f,1,84,i,7,a,1,10,a,2,a,1,b,a,12,b,a,b,5,3,b,5
27602,1,1,a,a,0,0,14,c,b,20,d,f,1,34,k,9,i,1,0,a,5,a,1,b,a,3,h,a,b,5,9,b,1
27603,20,5,b,a,0,4,1,e,b,24,a,b,1,59,d,31,a,0,0,b,5,a,2,b,a,10,e,a,b,0,12,b,1
27604,8,10,a,a,0,0,14,a,b,20,d,f,0,25,r,9,i,0,3,b,2,a,1,b,a,13,l,a,b,10,12,a,1
27605,5,10,c,a,0,3,9,e,b,16,b,d,0,63,d,19,f,0,0,a,2,b,3,b,a,5,j,b,c,15,15,b,3
27606,5,1,b,a,0,3,18,d,b,14,c,f,1,33,b,7,a,3,0,b,2,a,1,b,a,4,b,a,d,0,15,b,1
27607,17,6,a,a,0,1,1,e,b,21,c,b,1,47,b,11,b,0,2,b,2,a,3,b,a,4,b,a,b,10,18,b,2
27608,8,1,a,b,0,4,6,e,b,9,a,g,1,84,i,11,a,1,3,a,5,a,2,b,b,10,b,a,b,0,0,b,4
27609,20,10,a,a,0,6,11,e,b,7,d,f,1,93,q,14,i,1,7,b,3,a,1,c,a,17,f,a,b,10,18,b,11
27610,11,6,a,a,0,5,7,e,b,13,d,f,1,43,r,17,i,1,8,b,0,a,1,b,a,16,g,a,b,5,3,b,2
27611,11,1,a,a,0,4,13,d,b,14,c,a,0,79,i,8,f,1,4,a,5,b,3,b,a,10,b,a,b,10,6,b,1
27612,4,6,a,a,0,2,1,c,b,10,a,f,0,93,i,25,f,1,4,a,0,b,1,b,a,16,b,a,b,5,18,b,5
27613,17,10,a,a,0,5,15,e,b,3,c,a,1,45,i,7,a,3,0,b,3,a,3,b,a,5,b,a,b,5,0,b,7
27614,5,6,a,a,0,3,13,c,b,9,c,b,1,86,e,27,f,3,0,a,2,a,3,b,a,6,a,a,b,5,3,b,7
27615,0,6,c,a,0,0,7,e,b,15,a,a,1,85,c,17,f,1,0,b,0,a,1,b,a,5,b,a,b,10,18,b,10
27616,16,1,a,a,0,2,15,e,b,20,d,a,0,3,l,8,g,0,11,a,2,a,1,b,a,14,f,a,b,15,12,b,1
27617,5,6,a,a,0,3,1,d,b,1,a,d,1,91,b,19,a,1,5,a,2,a,1,b,a,13,b,b,b,15,18,a,7
27618,17,6,a,b,1,0,12,e,b,5,f,f,2,82,m,23,i,2,10,a,6,a,1,b,b,15,f,a,b,5,3,b,1
27619,2,1,a,a,0,1,3,c,b,17,d,f,0,62,k,6,i,0,2,a,0,b,1,b,a,4,f,a,b,0,9,b,1
27620,5,10,a,a,0,3,12,d,b,16,c,f,1,41,i,28,f,2,2,a,3,b,3,b,a,10,d,a,b,15,15,b,4
27621,17,0,a,a,0,1,12,c,b,3,c,f,1,65,b,16,c,4,5,b,4,b,1,d,a,11,b,a,b,5,12,b,1
27622,2,1,b,b,0,1,4,c,b,7,c,b,1,90,i,6,a,3,0,b,3,a,1,b,b,7,b,a,b,10,0,b,4
27623,18,10,a,a,0,0,13,e,b,23,c,f,1,31,i,7,c,1,0,b,1,b,2,b,a,10,b,a,b,15,12,b,7
27624,3,10,a,a,0,2,12,c,b,4,d,f,0,82,j,32,i,0,1,b,3,b,1,b,a,7,h,a,b,5,9,a,1
27625,6,1,a,a,0,4,8,c,b,9,c,f,1,15,i,13,c,1,4,a,5,a,2,b,a,4,j,a,b,10,12,b,2
27626,3,1,a,a,0,3,1,e,b,22,a,b,0,47,c,11,a,1,2,b,5,a,3,b,a,12,b,f,b,15,15,b,4
27627,2,10,a,a,0,1,10,a,b,1,c,f,1,53,i,18,a,3,4,a,3,a,1,b,a,13,j,a,b,5,9,a,1
27628,18,6,a,a,0,3,10,c,b,20,d,f,2,39,n,14,i,2,11,a,0,b,1,b,a,20,g,a,b,5,9,a,1
27629,8,6,b,a,0,5,12,e,b,15,d,f,2,48,n,8,f,4,0,b,2,a,1,b,a,9,f,a,b,10,6,b,1
27630,19,10,c,a,0,6,10,e,b,23,c,f,0,47,e,10,c,0,0,b,2,a,1,b,a,12,j,a,b,15,9,a,1
27631,3,10,a,b,0,2,4,e,b,1,a,b,1,80,b,7,a,1,1,a,0,a,3,b,b,19,b,f,b,15,0,b,2
27632,3,5,a,a,0,0,1,e,b,23,c,b,0,52,b,14,a,4,9,a,2,a,4,b,a,11,e,f,a,5,18,b,1
27633,14,5,a,a,0,5,0,e,b,20,c,f,1,24,i,14,a,3,10,a,1,a,1,b,a,17,j,a,b,15,6,a,4
27634,13,6,a,a,0,0,3,e,b,6,e,d,1,98,k,10,i,1,1,a,1,a,1,b,a,16,f,b,b,15,0,b,2
27635,19,1,a,a,1,0,9,e,b,16,d,f,3,50,k,11,i,3,3,a,5,b,1,b,a,8,f,a,b,10,9,b,4
27636,14,10,e,b,0,4,11,e,b,1,d,f,1,85,k,10,f,3,8,a,3,b,1,b,b,13,f,a,b,15,12,b,8
27637,12,6,a,a,0,0,15,a,b,18,e,f,0,41,r,7,i,1,9,b,5,a,1,b,a,12,f,a,b,15,3,a,11
27638,3,10,e,a,0,2,17,d,b,0,c,d,1,50,e,12,f,1,2,a,2,b,1,a,a,10,b,a,b,5,0,b,1
27639,9,1,c,b,0,0,7,e,b,6,c,f,1,70,i,16,c,1,3,b,2,a,1,a,b,9,j,a,b,5,9,b,1
27640,12,0,a,a,0,0,0,c,b,20,c,b,1,19,i,12,a,3,0,a,0,a,3,b,a,17,b,f,b,15,18,a,2
27641,0,6,c,b,0,0,4,e,b,7,c,g,1,74,d,6,a,1,0,a,6,a,3,b,b,4,b,a,b,0,3,b,1
27642,12,10,a,b,0,2,5,e,b,0,d,a,1,80,k,4,g,1,1,a,3,a,2,b,b,11,f,a,b,15,15,b,2
27643,20,1,a,a,1,3,7,e,b,3,c,b,1,85,i,25,c,1,2,a,6,a,1,b,a,7,j,a,b,5,3,b,1
27644,16,1,c,b,0,3,9,e,b,3,d,f,0,51,l,10,i,0,0,a,6,a,1,b,b,4,f,a,c,0,15,b,15
27645,1,0,a,a,0,0,18,e,b,16,d,a,1,41,k,19,g,1,1,a,5,a,1,b,a,2,h,a,b,5,9,b,4
27646,15,6,d,a,1,2,0,e,b,20,c,b,1,32,i,14,a,0,5,a,2,a,2,b,a,11,j,g,b,10,0,a,3
27647,19,1,a,a,0,4,8,c,b,5,d,a,0,36,k,12,g,0,6,a,6,b,3,b,a,12,k,a,b,10,15,b,2
27648,11,1,a,a,0,3,1,e,b,21,c,b,1,45,b,11,a,3,0,b,0,a,2,b,a,4,e,a,b,15,3,b,2
27649,10,10,c,a,0,2,2,e,b,1,c,f,1,53,b,6,a,1,0,a,0,b,1,b,a,6,b,a,b,10,18,b,7
27650,13,1,a,a,0,1,16,d,b,12,c,f,1,98,e,11,b,1,4,a,4,a,1,b,a,11,b,a,b,5,15,b,17
27651,13,0,a,a,0,3,4,e,b,10,c,c,1,61,b,8,a,1,7,a,4,a,3,b,a,14,b,a,b,5,9,b,4
27652,11,10,a,a,0,0,12,d,b,18,d,f,2,40,r,14,i,2,0,a,4,a,1,b,a,3,f,a,b,15,6,b,1
27653,16,6,b,a,0,3,18,a,b,3,c,f,0,50,a,7,a,1,0,a,5,a,1,b,a,5,a,a,b,5,18,a,1
27654,6,0,a,a,0,4,4,e,b,18,c,a,1,51,b,6,a,1,0,b,4,a,2,b,a,6,b,a,b,5,6,b,2
27655,20,1,c,a,0,1,4,e,b,16,c,f,0,63,a,11,a,0,0,b,0,a,3,b,a,7,b,a,b,15,12,b,9
27656,11,6,c,a,0,1,7,e,b,3,c,f,0,30,i,9,b,0,5,a,2,a,1,b,a,19,b,b,b,10,18,b,1
27657,17,10,a,a,0,5,2,a,b,0,a,a,2,87,c,23,f,2,1,a,2,a,1,b,a,14,b,b,b,15,9,a,2
27658,15,10,b,a,0,0,5,e,b,17,c,a,1,44,b,8,a,2,0,b,3,a,3,b,a,4,b,a,b,15,18,b,1
27659,3,10,a,a,0,2,5,e,b,24,d,a,0,37,k,7,i,2,2,a,2,b,3,b,a,7,f,a,b,5,0,b,1
27660,14,10,a,b,0,3,13,e,b,16,d,f,1,84,k,15,i,1,0,b,2,a,1,c,b,9,f,e,b,15,12,b,1
27661,6,5,a,b,0,0,10,e,b,2,d,h,0,72,r,15,g,0,4,a,0,a,2,b,b,9,f,a,b,0,15,b,4
27662,8,5,a,a,0,5,18,e,b,15,c,f,0,72,g,9,b,0,5,a,6,a,1,b,a,13,b,a,b,10,15,b,1
27663,18,6,a,a,0,1,4,e,b,11,d,a,1,44,j,7,g,1,8,b,3,a,3,b,a,15,f,a,b,0,9,b,4
27664,10,10,a,a,1,0,11,e,b,1,c,f,4,63,i,14,c,4,1,a,4,a,1,b,a,12,j,a,b,5,12,b,9
27665,9,6,b,a,0,6,12,e,b,3,c,h,1,46,i,9,c,1,0,a,3,a,2,b,a,5,b,a,b,0,9,b,1
27666,6,5,a,a,0,4,4,e,b,13,a,a,0,56,b,8,a,0,5,b,2,b,1,b,a,5,b,a,b,15,15,b,8
27667,6,10,a,a,0,4,2,e,b,15,d,f,1,75,m,14,i,1,3,a,3,b,1,b,a,15,h,a,b,0,15,b,1
27668,17,1,b,a,0,0,1,e,b,23,d,b,1,53,n,13,f,1,10,a,0,b,1,b,a,11,f,a,b,15,18,b,5
27669,20,0,a,a,0,4,12,e,b,5,d,a,1,67,r,9,g,1,9,a,2,a,1,b,a,15,f,e,b,0,12,b,4
27670,17,6,a,a,0,1,7,d,b,15,d,a,1,50,k,13,g,1,1,b,6,a,2,b,a,8,f,a,b,15,9,b,4
27671,6,6,a,a,0,1,13,e,b,17,c,f,1,17,a,28,f,1,0,a,5,a,3,d,a,7,j,a,b,10,15,b,4
27672,16,1,d,a,0,1,2,e,d,16,c,f,0,91,b,10,b,0,9,b,3,a,1,b,a,12,b,a,b,10,18,b,1
27673,18,10,a,a,0,3,8,d,b,0,e,g,1,42,j,18,g,1,0,b,4,a,1,b,a,10,f,a,b,5,9,b,4
27674,3,5,b,b,0,2,2,e,b,10,c,f,0,69,i,20,b,0,0,a,5,a,1,b,b,4,j,a,b,15,12,b,1
27675,22,6,a,b,1,4,9,e,b,12,c,f,4,55,d,18,c,4,1,b,0,a,1,b,b,10,j,a,b,10,12,b,2
27676,22,5,b,a,0,0,15,a,c,11,c,f,1,41,e,11,a,1,0,a,4,a,0,b,a,4,b,a,b,15,0,a,6
27677,17,0,a,a,0,6,1,a,b,0,d,f,0,70,k,11,i,0,4,a,5,a,1,b,a,11,k,a,b,15,9,a,1
27678,18,1,b,a,0,2,13,a,b,10,c,f,1,63,i,8,b,1,0,a,0,b,1,b,a,2,b,a,b,15,12,a,7
27679,14,1,b,a,0,1,2,e,b,6,c,f,1,96,i,7,a,1,0,b,6,a,1,b,a,10,j,a,c,10,9,b,5
27680,17,10,c,b,0,4,2,e,b,17,d,f,1,78,k,11,i,1,0,a,5,a,1,b,b,8,f,a,b,5,3,b,1
27681,7,0,a,a,0,1,3,c,b,10,c,f,1,31,b,7,a,1,5,a,5,a,3,b,a,9,b,a,b,5,18,b,2
27682,19,10,a,a,0,4,16,e,b,16,d,f,1,65,k,7,i,1,7,a,6,a,3,b,a,9,h,a,b,15,15,b,1
27683,22,10,a,b,2,2,9,e,b,19,d,f,5,74,k,15,i,6,8,a,1,b,1,b,b,14,h,a,b,5,18,b,1
27684,6,1,c,a,0,0,7,e,b,4,c,f,0,56,i,16,c,0,0,a,0,a,1,b,a,14,j,a,c,10,0,b,1
27685,15,10,a,a,0,2,6,e,b,13,c,a,1,45,i,7,a,1,1,b,3,a,3,b,a,2,b,a,b,5,15,b,4
27686,18,1,a,a,0,3,10,e,b,18,d,c,3,48,r,28,i,4,3,a,0,a,1,b,a,7,h,a,b,10,6,b,2
27687,6,6,a,a,0,4,7,e,b,7,a,f,1,89,i,11,c,1,4,b,3,b,1,b,a,16,b,a,b,15,6,b,1
27688,17,6,b,a,0,6,8,a,b,4,c,c,1,40,a,17,f,1,0,b,5,a,1,a,a,2,b,a,b,5,12,a,1
27689,16,5,a,a,0,1,11,e,b,0,d,f,1,36,p,11,i,2,6,b,2,a,1,b,a,9,f,c,b,0,3,b,1
27690,20,1,a,b,0,6,17,c,b,14,c,c,4,52,i,15,c,4,3,a,3,a,1,b,b,10,b,b,b,15,15,b,1
27691,16,1,a,a,0,5,7,a,b,0,d,f,2,20,k,11,i,2,4,a,5,a,0,b,a,7,f,a,b,0,6,a,1
27692,18,6,b,a,0,3,15,c,b,8,d,f,1,48,k,9,f,1,0,a,0,a,1,b,a,3,f,a,b,10,15,b,7
27693,4,6,a,a,2,3,9,c,b,16,d,e,1,38,k,11,i,2,2,a,4,a,1,b,a,11,f,a,b,0,3,b,6
27694,8,10,a,a,0,5,9,a,b,4,f,f,2,30,r,10,i,3,6,b,4,b,1,b,a,8,f,a,c,15,9,a,16
27695,17,6,a,a,0,2,18,e,b,10,d,a,1,47,p,10,g,3,2,a,5,a,3,b,a,5,f,a,b,5,6,a,6
27696,15,5,a,a,0,2,11,e,b,3,e,a,1,52,r,15,g,1,4,a,5,b,2,b,a,10,f,a,b,5,18,b,1
27697,17,10,a,a,0,0,16,c,d,0,d,f,1,63,k,10,i,3,3,a,3,a,1,b,a,5,l,a,b,15,18,b,6
27698,17,10,a,b,0,0,9,e,b,17,d,f,1,88,r,20,i,1,4,a,5,b,1,b,a,13,f,a,b,10,9,b,2
27699,17,1,b,a,0,3,14,a,b,15,d,f,1,42,n,6,f,1,0,b,0,a,1,b,a,3,f,a,b,5,12,a,3
27700,17,1,a,b,0,2,18,e,b,5,c,f,1,98,i,10,b,1,2,b,2,a,1,b,b,11,b,a,b,10,9,b,1
27701,17,10,a,a,0,0,16,c,b,22,d,f,0,18,r,9,i,3,1,a,6,a,2,b,a,4,f,a,b,5,12,b,10
27702,18,6,a,a,0,4,11,e,b,3,e,f,2,39,l,12,i,3,0,b,0,a,1,b,a,4,f,a,b,10,12,b,1
27703,13,1,a,b,0,3,12,e,b,18,d,f,1,83,r,18,i,2,3,a,5,a,1,b,b,4,h,a,a,5,6,b,1
27704,7,0,a,a,0,5,18,a,b,23,d,d,1,69,r,13,i,1,5,b,6,a,1,b,a,16,f,a,b,15,18,a,4
27705,19,6,a,a,0,5,1,d,b,9,c,f,1,65,a,15,f,1,3,a,5,a,1,b,a,7,b,b,b,10,9,b,5
27706,8,6,a,a,0,5,3,c,b,16,d,f,0,65,k,6,i,0,6,a,5,b,1,b,a,10,f,a,b,5,18,b,2
27707,17,6,a,b,0,4,15,a,b,0,d,a,1,44,m,8,g,1,0,a,6,a,1,b,b,11,f,a,b,5,12,a,1
27708,16,1,a,b,0,0,3,e,b,15,d,f,0,85,k,7,i,0,10,b,5,a,3,b,a,13,g,a,d,15,3,b,7
27709,6,6,a,a,0,4,3,d,b,0,d,f,1,53,q,6,i,1,3,a,4,b,2,b,a,11,g,a,b,10,3,b,1
27710,7,5,a,a,0,0,4,e,b,3,c,a,1,30,b,8,a,1,0,b,0,a,2,b,a,1,b,a,b,15,15,b,4
27711,3,6,b,a,0,2,17,e,b,0,a,g,1,49,e,8,a,1,0,a,5,a,2,b,a,8,b,a,b,5,3,b,5
27712,16,1,a,a,0,3,16,d,b,12,c,f,1,36,h,7,a,1,3,a,5,a,3,b,a,13,b,a,b,15,12,b,11
27713,7,6,a,a,0,5,2,d,b,20,d,f,1,35,r,9,i,1,5,a,5,a,1,b,a,11,h,a,b,10,18,a,1
27714,8,1,a,b,0,0,6,e,b,14,d,a,0,82,j,5,i,0,1,a,3,a,1,b,b,5,f,a,b,10,15,b,2
27715,3,1,a,a,0,2,13,d,b,23,d,f,0,46,j,29,i,0,2,a,3,a,3,b,a,11,f,a,b,15,18,b,1
27716,17,10,c,b,0,4,4,e,d,3,c,a,6,85,i,14,a,6,1,a,6,a,1,c,b,10,b,a,b,15,15,b,6
27717,11,0,a,a,0,2,6,e,b,24,d,a,1,20,r,8,g,1,0,a,6,a,3,b,a,14,f,a,d,0,15,b,1
27718,11,10,a,a,0,2,6,a,b,1,a,a,0,43,b,10,a,0,8,a,3,a,2,b,a,14,b,a,b,15,18,a,7
27719,17,6,a,a,0,2,5,e,b,19,d,a,1,20,j,9,g,1,2,a,1,a,3,c,a,4,f,a,b,10,15,b,10
27720,11,10,b,a,0,5,3,c,b,7,e,f,2,36,p,6,f,3,0,b,5,a,2,b,a,3,f,a,b,5,18,b,19
27721,4,10,a,b,0,3,9,e,b,2,c,f,0,70,b,9,c,0,3,b,6,a,3,b,a,12,j,a,b,10,15,b,1
27722,14,6,a,a,0,2,17,e,b,0,d,g,0,43,k,9,g,0,3,b,0,a,1,b,a,10,f,a,b,10,9,b,7
27723,15,10,a,a,0,4,1,e,b,21,d,b,1,43,k,10,i,1,1,a,4,b,3,b,a,11,f,a,b,0,18,b,6
27724,13,6,a,a,0,1,5,e,b,18,c,a,0,45,b,10,a,0,0,a,1,a,3,b,a,7,b,a,b,10,6,b,4
27725,17,5,b,a,0,1,8,a,b,1,c,a,1,51,b,13,a,3,0,b,6,a,2,c,a,6,b,a,b,15,15,a,5
27726,18,5,b,a,0,4,12,e,b,1,d,f,0,74,j,9,f,0,0,a,6,b,1,b,a,10,f,a,b,5,0,a,1
27727,10,6,a,a,0,3,5,e,d,0,c,a,0,53,b,8,a,0,1,a,2,a,3,b,a,2,b,a,b,5,3,b,1
27728,12,10,a,b,0,1,7,e,b,20,f,f,1,88,k,16,i,1,9,b,2,a,1,b,a,15,h,a,c,5,18,b,1
27729,17,5,e,a,0,6,12,e,b,0,d,a,1,42,n,15,f,1,2,a,5,a,1,b,a,13,f,a,b,15,15,b,11
27730,19,5,a,a,0,2,4,e,b,4,d,a,0,62,n,9,g,0,4,a,6,b,3,b,a,12,h,a,b,15,3,b,6
27731,14,0,b,a,1,1,2,d,b,8,c,c,0,57,i,15,c,0,0,b,0,a,1,b,a,2,j,e,b,0,15,b,1
27732,20,1,a,a,0,4,16,e,b,0,d,a,1,55,k,11,g,2,5,b,0,a,3,b,a,11,g,a,b,5,0,b,11
27733,17,5,a,a,0,2,17,e,b,6,d,f,0,34,k,10,i,0,0,b,6,a,3,d,a,9,f,a,b,5,12,b,1
27734,12,5,a,a,0,0,15,c,b,16,c,f,1,41,i,5,a,2,4,a,5,b,1,b,a,10,b,a,b,0,12,b,2
27735,15,1,a,b,0,5,11,e,b,8,d,f,1,93,r,14,i,1,0,b,6,b,1,b,b,20,f,a,b,10,12,b,4
27736,19,6,a,b,0,3,5,e,b,0,e,f,1,81,k,13,i,1,0,a,3,a,3,b,b,13,h,a,b,15,18,b,13
27737,4,5,b,a,0,2,1,d,b,1,c,f,0,31,b,9,a,0,3,b,4,a,1,b,a,16,j,a,b,15,18,b,4
27738,14,0,a,a,0,2,15,a,b,6,c,f,1,39,i,8,a,2,2,b,0,b,1,b,a,2,b,a,b,5,18,a,11
27739,20,1,a,a,0,0,11,d,b,16,d,a,0,33,l,15,g,2,1,b,1,a,3,b,a,6,h,c,b,15,18,b,4
27740,21,6,a,a,0,5,10,a,b,16,c,f,0,45,b,18,c,1,1,a,0,a,1,b,a,4,j,a,b,5,18,a,6
27741,13,0,a,a,0,2,15,e,b,7,c,f,1,56,i,7,b,1,0,b,6,b,1,b,a,4,b,a,b,5,0,b,2
27742,18,5,b,b,0,1,16,e,b,2,d,f,1,46,r,8,f,1,0,b,5,a,1,b,b,10,f,b,b,15,15,b,10
27743,8,10,a,a,0,0,5,e,d,17,d,a,1,27,r,6,i,1,0,b,6,a,3,b,a,8,f,a,b,5,12,b,5
27744,15,1,e,a,0,1,16,c,b,1,d,a,4,44,k,7,f,5,10,b,0,a,2,b,a,15,h,a,b,10,15,b,11
27745,17,6,c,a,0,1,18,e,b,14,d,a,1,31,k,15,i,1,0,a,0,b,1,b,a,12,h,a,b,5,6,b,1
27746,15,10,a,a,0,3,11,e,b,20,c,f,0,43,d,12,c,0,10,a,3,a,1,b,a,17,j,a,b,15,18,a,1
27747,12,5,a,b,0,2,5,d,b,0,d,h,1,84,r,6,g,2,2,a,5,a,1,b,b,4,f,a,b,5,18,b,2
27748,17,6,b,a,0,4,6,e,b,16,c,a,0,48,b,7,a,0,0,b,0,b,1,b,a,4,b,a,b,15,9,a,7
27749,7,1,a,a,0,4,4,c,b,12,d,a,1,75,k,6,i,2,5,a,6,a,3,b,a,7,f,a,b,10,9,b,3
27750,14,1,b,a,0,3,4,c,b,9,c,a,0,42,g,7,a,2,0,b,5,a,3,b,a,7,b,a,b,15,15,b,1
27751,7,1,b,a,0,2,11,a,b,0,c,f,1,57,i,24,c,1,0,a,3,a,3,b,a,4,a,a,b,5,9,a,4
27752,18,1,c,b,1,2,13,e,b,0,c,f,1,58,f,14,c,1,0,b,6,b,1,b,b,12,b,a,b,15,12,a,14
27753,17,0,a,a,0,2,1,e,b,21,c,b,1,46,b,11,b,0,9,a,5,a,3,b,a,14,b,a,b,15,18,b,1
27754,19,10,b,b,0,4,14,e,b,20,d,a,1,85,n,18,f,1,0,a,6,b,1,b,b,11,f,a,b,5,3,b,8
27755,2,5,b,a,0,0,5,e,b,1,c,f,1,45,e,7,a,3,0,a,3,a,3,c,a,8,b,b,b,5,18,b,10
27756,8,6,a,a,0,1,6,d,b,8,c,a,0,27,b,8,a,0,6,b,3,a,3,d,a,13,b,a,b,5,9,b,2
27757,18,10,a,a,0,5,13,e,b,17,c,a,1,81,i,11,c,1,4,a,2,b,1,b,a,10,a,a,b,5,18,b,7
