Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,impact_encoded_Col_3,impact_encoded_Col_4,impact_encoded_Col_8,impact_encoded_Col_9,impact_encoded_Col_11,impact_encoded_Col_12,impact_encoded_Col_15,impact_encoded_Col_17,impact_encoded_Col_20,impact_encoded_Col_22,impact_encoded_Col_24,impact_encoded_Col_25,impact_encoded_Col_27,impact_encoded_Col_28,impact_encoded_Col_29,impact_encoded_Col_32
13,6,a,a,0,2,16,e,d,9,d,f,1,80,r,7,i,1,6,a,0,b,1,b,a,12,f,a,b,10,18,b,4.041636477,4.01820237,3.957420699,3.81890334,4.599954428,4.337362962,4.544789047,4.711941898,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
2,1,c,b,0,1,15,e,b,13,c,f,1,62,a,8,a,1,2,b,3,b,3,b,b,6,b,f,b,10,18,b,4.151623752,3.945745585,3.957420699,3.992100297,3.537367733,4.337362962,3.235159646,3.127327437,3.972195449,3.991403243,3.935452502,3.944777884,3.325742752,2.41415559,3.875914521,4.014364698
14,10,b,a,0,3,9,e,b,9,a,f,1,38,i,9,c,2,0,a,3,b,1,b,a,6,j,a,b,15,0,b,3.724885506,4.01820237,3.957420699,3.992100297,3.035159656,4.337362962,3.795033168,3.693053328,4.029735504,3.991403243,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
18,1,a,a,0,0,9,d,b,3,d,f,2,34,r,14,i,2,2,b,4,a,1,b,a,12,f,a,b,5,12,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
15,1,a,a,0,0,10,e,b,18,c,a,1,76,i,28,a,4,5,b,5,b,2,b,a,14,j,a,b,10,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.795033168,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
5,1,a,b,0,3,5,e,b,2,d,a,1,88,k,7,g,1,3,b,2,b,1,b,b,9,h,a,b,15,15,b,4.041636477,3.945745585,3.957420699,3.992100297,4.599954428,3.638751344,4.583380534,4.391946448,3.972195449,3.991403243,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
12,10,a,a,0,0,9,e,b,17,d,f,1,51,n,10,i,1,9,b,1,a,1,b,a,11,h,a,b,15,18,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,4.337362962,4.65852624,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,4.014364698
17,1,c,a,0,4,13,e,b,22,c,h,0,65,i,17,c,0,0,b,2,a,1,b,a,2,j,a,b,15,18,b,4.151623752,4.01820237,3.957420699,3.992100297,3.537367733,4.312896885,3.795033168,3.693053328,3.972195449,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
4,10,b,a,0,3,8,a,b,18,a,f,0,55,i,20,c,1,0,a,3,b,1,b,a,6,b,a,b,5,18,a,3.724885506,4.01820237,3.821227377,3.992100297,3.035159656,4.337362962,3.795033168,3.693053328,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
20,1,b,a,0,3,12,e,b,14,c,f,0,52,i,16,c,1,0,a,5,a,1,b,a,3,j,a,b,15,0,a,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,3.977557721
5,0,b,a,0,3,6,d,b,10,c,f,1,51,e,5,a,2,0,a,4,a,3,b,a,5,b,a,b,5,18,b,3.724885506,4.01820237,4.199601087,3.992100297,3.537367733,4.337362962,3.811011832,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
15,1,a,a,0,1,6,c,b,13,c,f,1,70,b,8,b,1,6,a,6,a,1,b,a,12,b,b,b,15,9,b,4.041636477,4.01820237,4.231280828,3.992100297,3.537367733,4.337362962,3.07903989,4.121576051,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,5.39119517,3.875914521,4.014364698
16,5,a,a,0,1,4,c,b,16,f,a,1,33,k,11,g,3,1,b,3,b,3,b,a,8,f,e,b,0,9,b,4.041636477,4.01820237,4.231280828,3.992100297,4.460304815,3.638751344,4.583380534,4.391946448,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,2.942105423,3.875914521,4.014364698
6,1,a,a,0,0,3,e,b,10,d,e,0,49,j,12,i,0,4,a,2,a,3,b,a,8,g,a,b,15,12,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,4.71276917,4.695554616,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.485713424,4.039580635,3.875914521,4.014364698
6,1,b,a,0,2,14,d,b,0,c,a,0,16,a,12,c,4,0,b,1,a,2,b,a,6,b,a,a,5,18,b,3.724885506,4.01820237,4.199601087,3.992100297,3.537367733,3.638751344,3.235159646,3.693053328,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,4.240611559,4.014364698
7,1,a,a,0,0,16,d,b,2,d,f,1,14,r,5,i,1,5,a,4,b,1,b,a,12,l,a,d,5,9,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,4.029735504,3.991403243,3.935452502,4.01753988,4.075198273,4.039580635,3.899052176,4.014364698
4,10,a,b,0,2,4,e,b,10,c,b,1,73,b,8,a,1,2,b,5,b,1,b,b,6,b,a,b,15,18,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,3.062433287,3.07903989,3.127327437,3.972195449,3.991403243,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
11,6,c,b,0,5,15,c,b,17,c,f,0,76,i,10,c,0,6,a,3,b,1,b,b,9,j,a,b,10,6,b,4.151623752,3.945745585,4.231280828,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,4.029735504,3.991403243,3.935452502,3.944777884,3.92224524,4.039580635,3.875914521,4.014364698
9,10,a,b,0,1,2,e,b,4,e,f,1,85,k,11,i,1,4,a,1,b,1,b,b,17,f,a,d,15,18,b,4.041636477,3.945745585,3.957420699,3.992100297,4.537016496,4.337362962,4.583380534,4.711941898,4.029735504,3.991403243,3.935452502,3.944777884,4.61916559,4.039580635,3.899052176,4.014364698
5,0,a,a,0,3,0,d,b,20,a,b,1,37,f,14,a,3,2,a,2,a,1,b,a,6,e,f,b,5,9,b,4.041636477,4.01820237,4.199601087,3.992100297,3.035159656,3.062433287,4.220204407,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,2.79175142,2.41415559,3.875914521,4.014364698
17,10,b,b,0,0,7,e,b,8,c,f,1,99,b,13,c,1,0,a,5,b,2,b,a,15,b,a,b,0,15,b,3.724885506,3.945745585,3.957420699,3.992100297,3.537367733,4.337362962,3.07903989,3.693053328,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
19,1,a,b,0,3,12,e,b,17,c,a,1,68,i,9,c,1,0,a,3,a,2,b,b,2,j,e,b,5,15,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,3.638751344,3.795033168,3.693053328,4.029735504,4.01037389,3.935452502,3.944777884,3.92224524,2.942105423,3.875914521,4.014364698
19,6,a,a,0,0,10,b,b,20,a,f,1,76,d,13,c,1,9,a,0,a,1,b,a,13,j,a,b,10,15,b,4.041636477,4.01820237,4.865823917,3.992100297,3.035159656,4.337362962,3.863907719,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
2,6,a,a,0,0,2,e,b,3,c,f,1,67,e,19,f,1,2,a,3,a,3,b,a,6,j,a,b,5,6,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.811011832,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
7,10,a,a,0,3,18,c,b,19,c,a,1,58,i,19,f,2,7,a,0,b,3,b,a,12,a,a,b,5,9,b,4.041636477,4.01820237,4.231280828,3.992100297,3.537367733,3.638751344,3.795033168,4.00498571,4.029735504,3.991403243,3.935452502,4.01753988,3.10256098,4.039580635,3.875914521,4.014364698
20,1,a,a,0,2,8,a,b,15,d,f,0,58,k,13,i,0,7,b,5,b,1,b,a,16,f,a,d,15,9,a,4.041636477,4.01820237,3.821227377,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.899052176,3.977557721
16,6,a,a,0,2,3,c,b,13,d,f,1,83,k,7,i,1,5,b,3,a,3,b,a,15,g,a,b,15,9,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.485713424,4.039580635,3.875914521,4.014364698
5,6,a,a,0,1,5,e,b,1,c,a,1,37,b,6,a,1,8,b,4,b,3,b,a,10,b,a,b,10,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
16,6,b,a,0,0,14,a,b,14,c,f,0,7,e,11,f,2,0,a,5,a,1,b,a,4,b,a,b,10,15,a,3.724885506,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.811011832,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
12,1,a,b,0,2,6,e,b,0,d,a,1,93,k,7,g,1,0,b,5,a,3,b,b,11,h,a,b,5,12,b,4.041636477,3.945745585,3.957420699,3.992100297,4.599954428,3.638751344,4.583380534,4.391946448,3.972195449,4.01037389,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
11,0,a,a,0,4,1,e,b,24,d,f,0,58,r,9,i,1,0,b,0,b,2,b,a,10,f,a,b,15,18,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
15,10,a,a,0,2,6,e,d,2,d,a,0,25,k,8,g,4,2,a,5,a,1,b,a,5,h,b,b,10,18,b,4.041636477,4.01820237,3.957420699,3.81890334,4.599954428,3.638751344,4.583380534,4.391946448,4.029735504,4.01037389,3.935452502,4.01753988,4.530829172,5.39119517,3.875914521,4.014364698
7,5,a,a,0,2,11,e,b,11,c,c,1,82,i,34,c,4,2,a,3,a,3,b,a,6,j,a,b,5,9,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.749206554,3.795033168,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
4,6,b,a,0,0,15,c,b,0,d,d,1,29,m,17,f,1,0,b,2,b,3,b,a,11,h,b,c,10,12,a,3.724885506,4.01820237,4.231280828,3.992100297,4.599954428,4.169224672,4.445117209,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,4.530829172,5.39119517,7.93358788,3.977557721
21,10,a,a,0,1,14,a,b,12,c,f,1,31,e,13,b,3,2,a,3,a,3,b,a,5,b,a,b,5,9,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.811011832,4.121576051,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
22,10,a,a,0,1,14,c,b,2,d,c,1,58,r,17,i,1,6,b,5,b,3,b,a,11,h,a,b,10,15,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,3.749206554,4.544789047,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,4.014364698
7,10,a,a,0,0,7,e,b,0,c,f,1,43,i,11,c,1,2,a,6,b,1,b,a,5,b,a,b,5,12,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
3,10,c,b,0,2,4,e,b,16,c,c,0,76,b,10,a,0,1,b,5,a,1,b,b,3,c,f,b,10,18,b,4.151623752,3.945745585,3.957420699,3.992100297,3.537367733,3.749206554,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,3.944777884,3.480424021,2.41415559,3.875914521,4.014364698
17,10,b,a,0,1,12,d,b,18,c,f,0,49,i,10,a,0,0,b,2,b,1,b,a,2,b,a,b,5,18,b,3.724885506,4.01820237,4.199601087,3.992100297,3.537367733,4.337362962,3.795033168,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
8,1,a,a,0,5,6,d,b,7,d,c,1,71,k,8,i,1,5,a,6,a,3,b,a,15,h,a,b,10,3,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,3.749206554,4.583380534,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,4.014364698
12,1,a,b,0,1,11,c,b,23,c,f,2,85,b,12,f,2,9,b,2,b,1,b,a,12,b,a,b,10,18,b,4.041636477,3.945745585,4.231280828,3.992100297,3.537367733,4.337362962,3.07903989,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
7,0,c,b,0,4,4,c,b,8,d,a,1,52,r,7,i,1,5,a,2,b,1,b,b,12,f,a,b,15,12,b,4.151623752,3.945745585,4.231280828,3.992100297,4.599954428,3.638751344,4.544789047,4.711941898,4.029735504,3.991403243,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
14,1,a,b,0,7,8,e,b,18,e,h,0,94,k,14,g,0,6,a,6,a,1,b,b,15,h,a,b,5,18,b,4.041636477,3.945745585,3.957420699,3.992100297,4.537016496,4.312896885,4.583380534,4.391946448,4.029735504,4.01037389,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
15,1,a,a,0,1,4,a,b,13,c,a,2,66,b,7,a,2,7,b,5,a,1,b,a,11,b,a,b,10,18,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
19,5,a,a,0,1,7,e,b,15,c,f,1,85,a,13,c,1,0,a,4,a,1,b,a,21,b,a,b,5,6,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.235159646,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
17,10,a,a,1,1,1,e,b,23,c,b,1,52,g,16,a,0,11,b,0,b,3,b,a,12,e,a,b,10,12,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.062433287,4.1032205,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,2.79175142,4.039580635,3.875914521,4.014364698
7,10,a,a,0,5,1,e,b,22,c,b,2,50,b,11,a,3,5,b,5,a,4,b,a,6,e,f,b,15,6,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.062433287,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,2.79175142,2.41415559,3.875914521,4.014364698
1,5,a,a,0,1,5,e,b,18,d,a,1,43,p,8,g,1,2,b,6,a,1,b,a,19,f,a,b,5,15,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,3.638751344,4.988862618,4.391946448,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
22,10,b,a,0,1,14,d,b,1,d,f,1,24,r,12,f,3,0,b,2,b,3,b,a,11,f,a,b,10,18,b,3.724885506,4.01820237,4.199601087,3.992100297,4.599954428,4.337362962,4.544789047,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
4,10,a,a,0,3,7,d,b,15,d,f,1,80,k,10,i,1,0,b,5,b,1,b,a,11,h,a,b,15,0,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,4.014364698
18,1,a,a,0,6,8,e,d,2,c,f,1,92,e,12,b,2,3,b,1,a,1,b,a,11,j,a,b,5,15,b,4.041636477,4.01820237,3.957420699,3.81890334,3.537367733,4.337362962,3.811011832,4.121576051,3.972195449,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
22,6,a,a,0,3,7,c,b,1,d,h,1,76,r,14,g,2,2,b,0,b,1,b,a,5,h,a,b,10,12,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,4.312896885,4.544789047,4.391946448,3.972195449,3.991403243,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,4.014364698
20,1,c,b,0,4,13,e,b,22,d,f,2,90,l,21,i,2,4,b,1,b,1,b,b,14,f,a,b,10,12,a,4.151623752,3.945745585,3.957420699,3.992100297,4.599954428,4.337362962,4.642448137,4.711941898,3.972195449,3.991403243,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,3.977557721
14,6,c,a,0,1,14,e,b,0,c,f,0,38,b,15,a,0,0,a,4,b,1,b,a,8,b,a,b,10,3,b,4.151623752,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
7,5,a,a,0,5,7,c,b,0,d,f,1,68,p,12,i,1,5,a,3,a,1,b,a,14,h,a,b,15,6,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,4.337362962,4.988862618,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,4.014364698
4,5,a,a,0,2,8,a,b,19,c,a,0,15,e,16,c,3,2,a,2,b,3,b,a,6,b,a,b,10,15,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,3.638751344,3.811011832,3.693053328,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
16,10,a,a,0,3,10,a,b,20,c,f,1,35,b,7,a,3,3,a,2,b,1,b,a,9,j,a,b,5,6,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,3.977557721
18,6,a,a,0,5,3,e,b,16,d,g,0,99,k,7,g,0,0,a,2,b,2,b,a,19,f,a,b,5,6,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,3.915098531,4.583380534,4.391946448,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
19,1,c,b,0,4,4,e,b,14,d,a,3,98,n,7,i,3,0,b,5,a,1,b,b,15,f,a,b,5,18,b,4.151623752,3.945745585,3.957420699,3.992100297,4.599954428,3.638751344,4.65852624,4.711941898,3.972195449,4.01037389,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
6,1,a,a,0,0,6,e,b,16,c,c,1,20,b,5,a,4,0,b,0,a,3,b,a,6,b,a,b,15,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.749206554,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
6,6,b,a,0,4,6,c,b,10,c,a,1,47,b,9,a,4,0,a,2,a,2,b,a,8,b,a,d,10,12,b,3.724885506,4.01820237,4.231280828,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.899052176,4.014364698
9,6,a,a,0,0,14,e,b,1,c,f,1,43,e,13,f,1,4,b,6,b,1,b,a,7,b,a,b,10,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.811011832,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
14,10,a,a,0,0,11,c,b,0,e,f,1,42,r,11,i,3,3,b,6,a,1,b,a,7,f,a,b,15,12,b,4.041636477,4.01820237,4.231280828,3.992100297,4.537016496,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
14,6,a,a,0,1,3,e,b,1,c,f,0,93,a,7,a,0,10,b,4,a,3,b,a,12,b,a,a,10,9,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.235159646,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,4.240611559,4.014364698
0,0,c,a,0,0,9,c,b,10,c,f,1,38,i,16,c,1,0,b,5,a,1,b,a,2,j,a,b,5,9,b,4.151623752,4.01820237,4.231280828,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,3.972195449,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
18,10,a,a,0,6,11,e,b,0,c,a,1,26,i,12,c,1,0,b,3,a,1,b,a,2,b,a,b,0,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.795033168,3.693053328,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
19,10,b,a,0,2,9,e,b,3,c,f,2,29,d,16,f,2,0,a,2,a,1,d,a,2,j,a,b,10,3,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.863907719,4.00498571,4.029735504,4.01037389,3.707776095,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
11,5,c,a,0,1,5,e,b,16,d,a,1,92,j,12,i,1,0,a,5,a,3,c,a,15,f,a,b,5,12,b,4.151623752,4.01820237,3.957420699,3.992100297,4.599954428,3.638751344,4.695554616,4.711941898,4.029735504,4.01037389,6.533915954,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
4,5,a,a,0,2,17,a,b,12,c,f,5,27,i,9,f,5,6,b,6,a,1,a,a,10,b,a,b,10,18,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.795033168,4.00498571,3.972195449,4.01037389,4.116537882,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
7,5,a,a,0,1,4,e,b,15,d,a,1,44,r,11,i,1,2,b,2,b,3,b,a,12,f,a,b,0,9,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,3.638751344,4.544789047,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
6,5,b,a,0,4,8,e,b,3,c,f,0,37,b,10,c,2,0,b,3,a,2,b,a,7,b,a,b,5,18,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.07903989,3.693053328,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
2,5,a,a,0,1,2,c,b,1,d,f,1,85,r,8,i,1,10,a,2,a,1,b,a,12,f,a,b,15,0,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
14,6,a,a,0,3,18,a,b,16,d,f,1,40,r,10,i,5,0,b,5,b,1,d,a,5,f,a,b,5,9,a,4.041636477,4.01820237,3.821227377,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,3.991403243,3.707776095,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
17,10,b,a,0,2,12,d,b,16,c,f,0,55,i,9,a,0,0,b,5,b,1,b,a,4,b,a,b,15,3,b,3.724885506,4.01820237,4.199601087,3.992100297,3.537367733,4.337362962,3.795033168,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
12,10,a,a,0,1,16,e,b,15,a,a,1,35,i,8,b,1,9,a,4,a,1,b,a,13,b,a,b,10,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.035159656,3.638751344,3.795033168,4.121576051,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
3,1,b,a,0,2,11,a,b,11,c,f,0,10,d,17,c,0,0,a,0,a,1,b,a,2,j,a,b,15,15,a,3.724885506,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.863907719,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,3.977557721
7,5,a,a,0,4,8,a,d,20,c,h,0,58,e,11,f,3,7,a,5,a,1,b,a,10,b,a,b,5,18,a,4.041636477,4.01820237,3.821227377,3.81890334,3.537367733,4.312896885,3.811011832,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
11,6,a,b,0,4,5,e,b,19,a,b,1,62,b,5,a,1,1,b,5,a,1,b,b,8,b,a,b,5,3,b,4.041636477,3.945745585,3.957420699,3.992100297,3.035159656,3.062433287,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
17,1,a,a,0,4,0,b,b,20,a,e,1,19,k,14,a,0,4,a,4,b,1,b,a,3,a,b,b,0,6,a,4.041636477,4.01820237,4.865823917,3.992100297,3.035159656,4.71276917,4.583380534,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.10256098,5.39119517,3.875914521,3.977557721
6,5,b,a,0,4,6,c,b,11,e,a,1,50,r,6,f,3,0,a,2,b,1,b,a,8,f,a,b,15,9,b,3.724885506,4.01820237,4.231280828,3.992100297,4.537016496,3.638751344,4.544789047,4.00498571,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
8,1,a,a,0,5,1,d,d,5,d,f,0,34,k,9,i,0,5,b,5,b,2,d,a,15,f,a,b,10,6,b,4.041636477,4.01820237,4.199601087,3.81890334,4.599954428,4.337362962,4.583380534,4.711941898,3.972195449,3.991403243,3.707776095,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
4,5,d,a,0,1,1,e,b,22,c,f,1,49,b,13,a,3,0,a,0,b,4,b,a,11,b,f,b,10,9,b,4.933034346,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,2.41415559,3.875914521,4.014364698
6,1,a,a,0,0,18,e,b,13,a,f,1,53,b,9,a,1,0,a,4,b,3,b,a,3,b,a,b,10,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.035159656,4.337362962,3.07903989,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
20,0,a,a,0,4,0,d,b,20,c,f,1,41,e,16,b,1,3,a,3,a,3,b,a,5,c,a,b,5,18,b,4.041636477,4.01820237,4.199601087,3.992100297,3.537367733,4.337362962,3.811011832,4.121576051,4.029735504,4.01037389,3.935452502,4.01753988,3.480424021,4.039580635,3.875914521,4.014364698
11,1,a,a,0,2,13,a,b,2,d,a,1,67,r,9,g,2,1,b,5,b,1,b,a,6,k,b,b,15,6,a,4.041636477,4.01820237,3.821227377,3.992100297,4.599954428,3.638751344,4.544789047,4.391946448,3.972195449,3.991403243,3.935452502,4.01753988,5.018884679,5.39119517,3.875914521,3.977557721
